year,quarter,state,district,registeredusers
2022,Q4,Delhi,North West,1655730
2022,Q4,Delhi,Central Delhi,1558400
2022,Q4,Delhi,New Delhi,1552874
2022,Q4,Delhi,North,1354521
2022,Q4,Delhi,South West,1275864
2022,Q4,Delhi,East,1177294
2022,Q4,Delhi,South,1117981
2022,Q4,Delhi,Shahdara,963656
2022,Q2,Delhi,West,2124626
2022,Q2,Delhi,South East Delhi,1714507
2022,Q2,Delhi,North West,1496002
2022,Q2,Delhi,Central Delhi,1409776
2022,Q2,Delhi,New Delhi,1406687
2022,Q2,Delhi,North,1222605
2022,Q2,Delhi,South West,1155288
2022,Q2,Delhi,East,1066632
2022,Q2,Delhi,South,1013938
2022,Q2,Delhi,Shahdara,870461
2022,Q3,Delhi,West,2235907
2022,Q3,Delhi,South East Delhi,1804123
2022,Q3,Delhi,North West,1575473
2022,Q3,Delhi,Central Delhi,1483786
2022,Q3,Delhi,New Delhi,1479669
2022,Q3,Delhi,North,1288507
2022,Q3,Delhi,South West,1215697
2022,Q3,Delhi,East,1121596
2022,Q3,Delhi,South,1065631
2022,Q3,Delhi,Shahdara,917096
2022,Q1,Delhi,West,2017435
2022,Q1,Delhi,South East Delhi,1628157
2022,Q1,Delhi,North West,1419688
2022,Q1,Delhi,Central Delhi,1338465
2022,Q1,Delhi,New Delhi,1336911
2022,Q1,Delhi,North,1159277
2022,Q1,Delhi,South West,1097016
2022,Q1,Delhi,East,1013024
2022,Q1,Delhi,South,963775
2022,Q1,Delhi,Shahdara,826148
2021,Q1,Delhi,West,1559112
2021,Q1,Delhi,South East Delhi,1260645
2021,Q1,Delhi,North West,1094464
2021,Q1,Delhi,New Delhi,1039016
2021,Q1,Delhi,Central Delhi,1035060
2021,Q1,Delhi,North,890194
2021,Q1,Delhi,South West,849223
2021,Q1,Delhi,East,786308
2021,Q1,Delhi,South,749173
2021,Q1,Delhi,Shahdara,636908
2021,Q2,Delhi,West,1666267
2021,Q2,Delhi,South East Delhi,1346063
2021,Q2,Delhi,North West,1170137
2021,Q2,Delhi,New Delhi,1108471
2021,Q2,Delhi,Central Delhi,1105640
2021,Q2,Delhi,North,952374
2021,Q2,Delhi,South West,906878
2021,Q2,Delhi,East,839185
2021,Q2,Delhi,South,799590
2021,Q2,Delhi,Shahdara,681073
2021,Q4,Delhi,West,1905278
2021,Q4,Delhi,South East Delhi,1537814
2021,Q4,Delhi,North West,1339480
2021,Q4,Delhi,Central Delhi,1263911
2021,Q4,Delhi,New Delhi,1263818
2021,Q4,Delhi,North,1093028
2021,Q4,Delhi,South West,1036466
2021,Q4,Delhi,East,957392
2021,Q4,Delhi,South,911399
2021,Q4,Delhi,Shahdara,779798
2021,Q3,Delhi,West,1785309
2021,Q3,Delhi,South East Delhi,1441462
2021,Q3,Delhi,North West,1254464
2021,Q3,Delhi,New Delhi,1185588
2021,Q3,Delhi,Central Delhi,1184217
2021,Q3,Delhi,North,1022251
2021,Q3,Delhi,South West,971552
2021,Q3,Delhi,East,898137
2021,Q3,Delhi,South,855177
2021,Q3,Delhi,Shahdara,730209
2020,Q3,Delhi,West,1343895
2020,Q3,Delhi,South East Delhi,1088989
2020,Q3,Delhi,North West,946954
2020,Q3,Delhi,New Delhi,912051
2020,Q3,Delhi,Central Delhi,888536
2020,Q3,Delhi,North,763389
2020,Q3,Delhi,South West,739034
2020,Q3,Delhi,East,685955
2020,Q3,Delhi,South,651616
2020,Q3,Delhi,Shahdara,543831
2020,Q2,Delhi,West,1243875
2020,Q2,Delhi,South East Delhi,1011931
2020,Q2,Delhi,North West,877218
2020,Q2,Delhi,New Delhi,858515
2020,Q2,Delhi,Central Delhi,821609
2020,Q2,Delhi,North,704186
2020,Q2,Delhi,South West,688199
2020,Q2,Delhi,East,641233
2020,Q2,Delhi,South,608062
2020,Q2,Delhi,Shahdara,498710
2020,Q4,Delhi,West,1451042
2020,Q4,Delhi,South East Delhi,1174221
2020,Q4,Delhi,North West,1019187
2020,Q4,Delhi,New Delhi,971715
2020,Q4,Delhi,Central Delhi,962750
2020,Q4,Delhi,North,827019
2020,Q4,Delhi,South West,792331
2020,Q4,Delhi,East,734091
2020,Q4,Delhi,South,699303
2020,Q4,Delhi,Shahdara,591192
2020,Q1,Delhi,West,1160353
2020,Q1,Delhi,South East Delhi,947535
2020,Q1,Delhi,North West,814249
2020,Q1,Delhi,New Delhi,810489
2020,Q1,Delhi,Central Delhi,765149
2020,Q1,Delhi,North,648654
2020,Q1,Delhi,South West,644981
2020,Q1,Delhi,East,604768
2020,Q1,Delhi,South,570329
2020,Q1,Delhi,Shahdara,460186
2018,Q3,Delhi,West,515854
2018,Q3,Delhi,South East Delhi,423177
2018,Q3,Delhi,North West,376806
2018,Q3,Delhi,New Delhi,363140
2018,Q3,Delhi,Central Delhi,340549
2018,Q3,Delhi,South West,297663
2018,Q3,Delhi,North,290251
2018,Q3,Delhi,East,280847
2018,Q3,Delhi,South,264628
2018,Q3,Delhi,Shahdara,192430
2018,Q2,Delhi,West,406877
2018,Q2,Delhi,South East Delhi,333350
2018,Q2,Delhi,North West,294038
2018,Q2,Delhi,New Delhi,282319
2018,Q2,Delhi,Central Delhi,267154
2018,Q2,Delhi,South West,236789
2018,Q2,Delhi,North,227958
2018,Q2,Delhi,East,221449
2018,Q2,Delhi,South,206935
2018,Q2,Delhi,Shahdara,152113
2018,Q4,Delhi,West,686653
2018,Q4,Delhi,South East Delhi,564640
2018,Q4,Delhi,North West,496928
2018,Q4,Delhi,New Delhi,470991
2018,Q4,Delhi,Central Delhi,446787
2018,Q4,Delhi,South West,393208
2018,Q4,Delhi,North,379177
2018,Q4,Delhi,East,373139
2018,Q4,Delhi,South,344311
2018,Q4,Delhi,Shahdara,257785
2018,Q1,Delhi,West,308558
2018,Q1,Delhi,South East Delhi,251213
2018,Q1,Delhi,North West,223679
2018,Q1,Delhi,New Delhi,212008
2018,Q1,Delhi,Central Delhi,202723
2018,Q1,Delhi,South West,179197
2018,Q1,Delhi,North,173622
2018,Q1,Delhi,East,169295
2018,Q1,Delhi,South,156706
2018,Q1,Delhi,Shahdara,114549
2019,Q2,Delhi,West,919096
2019,Q2,Delhi,South East Delhi,749218
2019,Q2,Delhi,North West,649377
2019,Q2,Delhi,New Delhi,637526
2019,Q2,Delhi,Central Delhi,596940
2019,Q2,Delhi,South West,519422
2019,Q2,Delhi,North,502570
2019,Q2,Delhi,East,487121
2019,Q2,Delhi,South,453829
2019,Q2,Delhi,Shahdara,352312
2019,Q1,Delhi,West,820526
2019,Q1,Delhi,South East Delhi,671667
2019,Q1,Delhi,North West,583438
2019,Q1,Delhi,New Delhi,558516
2019,Q1,Delhi,Central Delhi,529918
2019,Q1,Delhi,South West,467571
2019,Q1,Delhi,North,447987
2019,Q1,Delhi,East,439639
2019,Q1,Delhi,South,407519
2019,Q1,Delhi,Shahdara,310351
2019,Q3,Delhi,West,1008836
2019,Q3,Delhi,South East Delhi,821304
2019,Q3,Delhi,North West,709448
2019,Q3,Delhi,New Delhi,705546
2019,Q3,Delhi,Central Delhi,658985
2019,Q3,Delhi,South West,567496
2019,Q3,Delhi,North,554029
2019,Q3,Delhi,East,532254
2019,Q3,Delhi,South,498200
2019,Q3,Delhi,Shahdara,391827
2019,Q4,Delhi,West,1081496
2019,Q4,Delhi,South East Delhi,883080
2019,Q4,Delhi,North West,758620
2019,Q4,Delhi,New Delhi,757888
2019,Q4,Delhi,Central Delhi,711015
2019,Q4,Delhi,South West,605482
2019,Q4,Delhi,North,598910
2019,Q4,Delhi,East,568283
2019,Q4,Delhi,South,533716
2019,Q4,Delhi,Shahdara,425305
2023,Q4,Bihar,Patna,3335655
2023,Q4,Bihar,Muzaffarpur,1336058
2023,Q4,Bihar,Purbi Champaran,1280593
2023,Q4,Bihar,Gaya,1066119
2023,Q4,Bihar,Pashchim Champaran,969579
2023,Q4,Bihar,Saran,942850
2023,Q4,Bihar,Samastipur,939833
2023,Q4,Bihar,Madhubani,935884
2023,Q4,Bihar,Darbhanga,929423
2023,Q4,Bihar,Vaishali,855913
2023,Q2,Bihar,Patna,3102247
2023,Q2,Bihar,Muzaffarpur,1236642
2023,Q2,Bihar,Purbi Champaran,1183746
2023,Q2,Bihar,Gaya,987115
2023,Q2,Bihar,Pashchim Champaran,896967
2023,Q2,Bihar,Saran,871017
2023,Q2,Bihar,Samastipur,868715
2023,Q2,Bihar,Madhubani,865373
2023,Q2,Bihar,Darbhanga,860625
2023,Q2,Bihar,Vaishali,791100
2023,Q3,Bihar,Patna,3224750
2023,Q3,Bihar,Muzaffarpur,1287940
2023,Q3,Bihar,Purbi Champaran,1234014
2023,Q3,Bihar,Gaya,1028527
2023,Q3,Bihar,Pashchim Champaran,934834
2023,Q3,Bihar,Saran,908065
2023,Q3,Bihar,Samastipur,905652
2023,Q3,Bihar,Madhubani,901607
2023,Q3,Bihar,Darbhanga,896190
2023,Q3,Bihar,Vaishali,824848
2023,Q1,Bihar,Patna,2988174
2023,Q1,Bihar,Muzaffarpur,1186500
2023,Q1,Bihar,Purbi Champaran,1133269
2023,Q1,Bihar,Gaya,946050
2023,Q1,Bihar,Pashchim Champaran,858644
2023,Q1,Bihar,Saran,834739
2023,Q1,Bihar,Samastipur,832148
2023,Q1,Bihar,Madhubani,828561
2023,Q1,Bihar,Darbhanga,824935
2023,Q1,Bihar,Vaishali,758603
2024,Q3,Bihar,Patna,3685436
2024,Q3,Bihar,Muzaffarpur,1639344
2024,Q3,Bihar,Purbi Champaran,1628560
2024,Q3,Bihar,Gaya,1346892
2024,Q3,Bihar,Pashchim Champaran,1207481
2024,Q3,Bihar,Samastipur,1189767
2024,Q3,Bihar,Darbhanga,1116870
2024,Q3,Bihar,Saran,1102559
2024,Q3,Bihar,Madhubani,1081298
2024,Q3,Bihar,Bhagalpur,1052571
2024,Q2,Bihar,Patna,3591041
2024,Q2,Bihar,Muzaffarpur,1444988
2024,Q2,Bihar,Purbi Champaran,1386400
2024,Q2,Bihar,Gaya,1152573
2024,Q2,Bihar,Pashchim Champaran,1049701
2024,Q2,Bihar,Saran,1021494
2024,Q2,Bihar,Samastipur,1018329
2024,Q2,Bihar,Madhubani,1012965
2024,Q2,Bihar,Darbhanga,1005036
2024,Q2,Bihar,Vaishali,926039
2024,Q1,Bihar,Patna,3464540
2024,Q1,Bihar,Muzaffarpur,1391427
2024,Q1,Bihar,Purbi Champaran,1335289
2024,Q1,Bihar,Gaya,1110224
2024,Q1,Bihar,Pashchim Champaran,1011106
2024,Q1,Bihar,Saran,983188
2024,Q1,Bihar,Samastipur,980091
2024,Q1,Bihar,Madhubani,975263
2024,Q1,Bihar,Darbhanga,967610
2024,Q1,Bihar,Vaishali,891651
2024,Q4,Bihar,Patna,3796825
2024,Q4,Bihar,Purbi Champaran,1719763
2024,Q4,Bihar,Muzaffarpur,1716695
2024,Q4,Bihar,Gaya,1401871
2024,Q4,Bihar,Pashchim Champaran,1275889
2024,Q4,Bihar,Samastipur,1250419
2024,Q4,Bihar,Saran,1166480
2024,Q4,Bihar,Darbhanga,1166330
2024,Q4,Bihar,Madhubani,1134617
2024,Q4,Bihar,Vaishali,1097072
2021,Q2,Bihar,Patna,2010353
2021,Q2,Bihar,Muzaffarpur,781251
2021,Q2,Bihar,Purbi Champaran,733817
2021,Q2,Bihar,Gaya,624010
2021,Q2,Bihar,Pashchim Champaran,556408
2021,Q2,Bihar,Saran,544975
2021,Q2,Bihar,Samastipur,543782
2021,Q2,Bihar,Darbhanga,543496
2021,Q2,Bihar,Madhubani,543493
2021,Q2,Bihar,Vaishali,497933
2021,Q3,Bihar,Patna,2156402
2021,Q3,Bihar,Muzaffarpur,842701
2021,Q3,Bihar,Purbi Champaran,794120
2021,Q3,Bihar,Gaya,673356
2021,Q3,Bihar,Pashchim Champaran,602251
2021,Q3,Bihar,Saran,588276
2021,Q3,Bihar,Madhubani,587337
2021,Q3,Bihar,Samastipur,586990
2021,Q3,Bihar,Darbhanga,586251
2021,Q3,Bihar,Vaishali,536933
2021,Q4,Bihar,Patna,2303852
2021,Q4,Bihar,Muzaffarpur,903775
2021,Q4,Bihar,Purbi Champaran,853893
2021,Q4,Bihar,Gaya,721905
2021,Q4,Bihar,Pashchim Champaran,647450
2021,Q4,Bihar,Saran,631469
2021,Q4,Bihar,Samastipur,630218
2021,Q4,Bihar,Madhubani,629986
2021,Q4,Bihar,Darbhanga,628529
2021,Q4,Bihar,Vaishali,576156
2021,Q1,Bihar,Patna,1881439
2021,Q1,Bihar,Muzaffarpur,728384
2021,Q1,Bihar,Purbi Champaran,681660
2021,Q1,Bihar,Gaya,581376
2021,Q1,Bihar,Pashchim Champaran,517219
2021,Q1,Bihar,Saran,507177
2021,Q1,Bihar,Darbhanga,506381
2021,Q1,Bihar,Madhubani,506293
2021,Q1,Bihar,Samastipur,505806
2021,Q1,Bihar,Vaishali,463655
2022,Q1,Bihar,Patna,2443356
2022,Q1,Bihar,Muzaffarpur,962924
2022,Q1,Bihar,Purbi Champaran,912427
2022,Q1,Bihar,Gaya,769265
2022,Q1,Bihar,Pashchim Champaran,692182
2022,Q1,Bihar,Saran,673849
2022,Q1,Bihar,Samastipur,672508
2022,Q1,Bihar,Madhubani,672303
2022,Q1,Bihar,Darbhanga,669850
2022,Q1,Bihar,Vaishali,614159
2022,Q2,Bihar,Patna,2577123
2022,Q2,Bihar,Muzaffarpur,1018560
2022,Q2,Bihar,Purbi Champaran,967838
2022,Q2,Bihar,Gaya,814180
2022,Q2,Bihar,Pashchim Champaran,734476
2022,Q2,Bihar,Saran,714109
2022,Q2,Bihar,Samastipur,712626
2022,Q2,Bihar,Madhubani,711897
2022,Q2,Bihar,Darbhanga,708828
2022,Q2,Bihar,Vaishali,650319
2022,Q4,Bihar,Patna,2854738
2022,Q4,Bihar,Muzaffarpur,1132096
2022,Q4,Bihar,Purbi Champaran,1079466
2022,Q4,Bihar,Gaya,902593
2022,Q4,Bihar,Pashchim Champaran,817644
2022,Q4,Bihar,Saran,795553
2022,Q4,Bihar,Samastipur,793296
2022,Q4,Bihar,Madhubani,790218
2022,Q4,Bihar,Darbhanga,787306
2022,Q4,Bihar,Vaishali,723338
2022,Q3,Bihar,Patna,2716533
2022,Q3,Bihar,Muzaffarpur,1077200
2022,Q3,Bihar,Purbi Champaran,1025772
2022,Q3,Bihar,Gaya,859903
2022,Q3,Bihar,Pashchim Champaran,777977
2022,Q3,Bihar,Saran,756293
2022,Q3,Bihar,Samastipur,754322
2022,Q3,Bihar,Madhubani,753153
2022,Q3,Bihar,Darbhanga,749430
2022,Q3,Bihar,Vaishali,688248
2020,Q3,Bihar,Patna,1625305
2020,Q3,Bihar,Muzaffarpur,617383
2020,Q3,Bihar,Purbi Champaran,570592
2020,Q3,Bihar,Gaya,493207
2020,Q3,Bihar,Pashchim Champaran,435319
2020,Q3,Bihar,Madhubani,425154
2020,Q3,Bihar,Saran,424821
2020,Q3,Bihar,Samastipur,424696
2020,Q3,Bihar,Darbhanga,424611
2020,Q3,Bihar,Vaishali,391002
2020,Q1,Bihar,Patna,1397342
2020,Q1,Bihar,Muzaffarpur,498548
2020,Q1,Bihar,Purbi Champaran,431458
2020,Q1,Bihar,Gaya,398678
2020,Q1,Bihar,Saran,335039
2020,Q1,Bihar,Samastipur,334935
2020,Q1,Bihar,Pashchim Champaran,334931
2020,Q1,Bihar,Darbhanga,332707
2020,Q1,Bihar,Madhubani,328630
2020,Q1,Bihar,Vaishali,312949
2020,Q2,Bihar,Patna,1506233
2020,Q2,Bihar,Muzaffarpur,558435
2020,Q2,Bihar,Purbi Champaran,505364
2020,Q2,Bihar,Gaya,447895
2020,Q2,Bihar,Pashchim Champaran,390547
2020,Q2,Bihar,Samastipur,381913
2020,Q2,Bihar,Saran,381281
2020,Q2,Bihar,Darbhanga,379555
2020,Q2,Bihar,Madhubani,379217
2020,Q2,Bihar,Bhagalpur,352316
2020,Q4,Bihar,Patna,1752007
2020,Q4,Bihar,Muzaffarpur,673397
2020,Q4,Bihar,Purbi Champaran,627214
2020,Q4,Bihar,Gaya,538319
2020,Q4,Bihar,Pashchim Champaran,476717
2020,Q4,Bihar,Saran,467918
2020,Q4,Bihar,Madhubani,467849
2020,Q4,Bihar,Darbhanga,467317
2020,Q4,Bihar,Samastipur,466536
2020,Q4,Bihar,Bhagalpur,428157
2019,Q1,Bihar,Patna,964432
2019,Q1,Bihar,Muzaffarpur,309416
2019,Q1,Bihar,Purbi Champaran,252394
2019,Q1,Bihar,Gaya,245773
2019,Q1,Bihar,Samastipur,204544
2019,Q1,Bihar,Darbhanga,202521
2019,Q1,Bihar,Saran,197928
2019,Q1,Bihar,Pashchim Champaran,197074
2019,Q1,Bihar,Bhagalpur,195057
2019,Q1,Bihar,Madhubani,195036
2019,Q3,Bihar,Patna,1180262
2019,Q3,Bihar,Muzaffarpur,396343
2019,Q3,Bihar,Purbi Champaran,330361
2019,Q3,Bihar,Gaya,315649
2019,Q3,Bihar,Samastipur,262875
2019,Q3,Bihar,Darbhanga,262421
2019,Q3,Bihar,Saran,260966
2019,Q3,Bihar,Pashchim Champaran,256491
2019,Q3,Bihar,Madhubani,255761
2019,Q3,Bihar,Bhagalpur,249214
2019,Q2,Bihar,Patna,1076012
2019,Q2,Bihar,Muzaffarpur,353459
2019,Q2,Bihar,Purbi Champaran,292711
2019,Q2,Bihar,Gaya,281107
2019,Q2,Bihar,Samastipur,234046
2019,Q2,Bihar,Darbhanga,232722
2019,Q2,Bihar,Saran,230068
2019,Q2,Bihar,Pashchim Champaran,227901
2019,Q2,Bihar,Madhubani,226202
2019,Q2,Bihar,Bhagalpur,223725
2019,Q4,Bihar,Patna,1289426
2019,Q4,Bihar,Muzaffarpur,445815
2019,Q4,Bihar,Purbi Champaran,378861
2019,Q4,Bihar,Gaya,356225
2019,Q4,Bihar,Samastipur,297942
2019,Q4,Bihar,Saran,297022
2019,Q4,Bihar,Darbhanga,296008
2019,Q4,Bihar,Pashchim Champaran,293867
2019,Q4,Bihar,Madhubani,291613
2019,Q4,Bihar,Bhagalpur,279580
2018,Q3,Bihar,Patna,684421
2018,Q3,Bihar,Muzaffarpur,211519
2018,Q3,Bihar,Purbi Champaran,162122
2018,Q3,Bihar,Gaya,160375
2018,Q3,Bihar,Samastipur,134680
2018,Q3,Bihar,Darbhanga,132803
2018,Q3,Bihar,Bhagalpur,131270
2018,Q3,Bihar,Nalanda,128472
2018,Q3,Bihar,Pashchim Champaran,124955
2018,Q3,Bihar,Saran,123407
2018,Q4,Bihar,Patna,826399
2018,Q4,Bihar,Muzaffarpur,260789
2018,Q4,Bihar,Purbi Champaran,206934
2018,Q4,Bihar,Gaya,203926
2018,Q4,Bihar,Samastipur,169774
2018,Q4,Bihar,Darbhanga,167302
2018,Q4,Bihar,Bhagalpur,164162
2018,Q4,Bihar,Saran,161486
2018,Q4,Bihar,Pashchim Champaran,161063
2018,Q4,Bihar,Nalanda,160167
2018,Q1,Bihar,Patna,425009
2018,Q1,Bihar,Muzaffarpur,125298
2018,Q1,Bihar,Gaya,91015
2018,Q1,Bihar,Purbi Champaran,87561
2018,Q1,Bihar,Samastipur,76068
2018,Q1,Bihar,Bhagalpur,76063
2018,Q1,Bihar,Nalanda,75201
2018,Q1,Bihar,Darbhanga,74414
2018,Q1,Bihar,Vaishali,67921
2018,Q1,Bihar,Pashchim Champaran,67656
2018,Q2,Bihar,Patna,568657
2018,Q2,Bihar,Muzaffarpur,172315
2018,Q2,Bihar,Gaya,126422
2018,Q2,Bihar,Purbi Champaran,125890
2018,Q2,Bihar,Samastipur,107143
2018,Q2,Bihar,Bhagalpur,106461
2018,Q2,Bihar,Darbhanga,105558
2018,Q2,Bihar,Nalanda,104076
2018,Q2,Bihar,Pashchim Champaran,97301
2018,Q2,Bihar,Vaishali,96694
2023,Q3,Assam,Kamrup Metropolitan,1014178
2023,Q3,Assam,Nagaon,360999
2023,Q3,Assam,Barpeta,321557
2023,Q3,Assam,Cachar,308182
2023,Q3,Assam,Sonitpur,281112
2023,Q3,Assam,Dibrugarh,278740
2023,Q3,Assam,Kamrup,265357
2023,Q3,Assam,Tinsukia,239058
2023,Q3,Assam,Jorhat,204393
2023,Q3,Assam,Dhubri,186435
2023,Q2,Assam,Kamrup Metropolitan,975409
2023,Q2,Assam,Nagaon,345756
2023,Q2,Assam,Barpeta,307888
2023,Q2,Assam,Cachar,295315
2023,Q2,Assam,Sonitpur,269578
2023,Q2,Assam,Dibrugarh,267326
2023,Q2,Assam,Kamrup,254290
2023,Q2,Assam,Tinsukia,228972
2023,Q2,Assam,Jorhat,196116
2023,Q2,Assam,Dhubri,178594
2023,Q1,Assam,Kamrup Metropolitan,938802
2023,Q1,Assam,Nagaon,330283
2023,Q1,Assam,Barpeta,294210
2023,Q1,Assam,Cachar,282643
2023,Q1,Assam,Sonitpur,258067
2023,Q1,Assam,Dibrugarh,256050
2023,Q1,Assam,Kamrup,242982
2023,Q1,Assam,Tinsukia,219077
2023,Q1,Assam,Jorhat,187799
2023,Q1,Assam,Dhubri,170279
2023,Q4,Assam,Kamrup Metropolitan,1050970
2023,Q4,Assam,Nagaon,375835
2023,Q4,Assam,Barpeta,334209
2023,Q4,Assam,Cachar,320070
2023,Q4,Assam,Sonitpur,291996
2023,Q4,Assam,Dibrugarh,289409
2023,Q4,Assam,Kamrup,276067
2023,Q4,Assam,Tinsukia,248429
2023,Q4,Assam,Jorhat,212335
2023,Q4,Assam,Dhubri,193881
2024,Q3,Assam,Kamrup Metropolitan,1334268
2024,Q3,Assam,Nagaon,558602
2024,Q3,Assam,Barpeta,540352
2024,Q3,Assam,Kamrup,503346
2024,Q3,Assam,Cachar,503200
2024,Q3,Assam,Dhubri,457560
2024,Q3,Assam,Dibrugarh,373759
2024,Q3,Assam,Sonitpur,360775
2024,Q3,Assam,Goalpara,350819
2024,Q3,Assam,Tinsukia,350223
2024,Q2,Assam,Kamrup Metropolitan,1134211
2024,Q2,Assam,Nagaon,408632
2024,Q2,Assam,Barpeta,362595
2024,Q2,Assam,Cachar,347107
2024,Q2,Assam,Sonitpur,316789
2024,Q2,Assam,Dibrugarh,313699
2024,Q2,Assam,Kamrup,300373
2024,Q2,Assam,Tinsukia,269522
2024,Q2,Assam,Jorhat,230436
2024,Q2,Assam,Dhubri,210719
2024,Q1,Assam,Kamrup Metropolitan,1092571
2024,Q1,Assam,Nagaon,392625
2024,Q1,Assam,Barpeta,348707
2024,Q1,Assam,Cachar,334056
2024,Q1,Assam,Sonitpur,304871
2024,Q1,Assam,Dibrugarh,302007
2024,Q1,Assam,Kamrup,288710
2024,Q1,Assam,Tinsukia,259521
2024,Q1,Assam,Jorhat,221581
2024,Q1,Assam,Dhubri,202576
2024,Q4,Assam,Kamrup Metropolitan,1380871
2024,Q4,Assam,Nagaon,580140
2024,Q4,Assam,Barpeta,558059
2024,Q4,Assam,Cachar,522779
2024,Q4,Assam,Kamrup,522595
2024,Q4,Assam,Dhubri,473943
2024,Q4,Assam,Dibrugarh,387487
2024,Q4,Assam,Sonitpur,374004
2024,Q4,Assam,Goalpara,363792
2024,Q4,Assam,Tinsukia,363224
2021,Q1,Assam,Kamrup Metropolitan,589688
2021,Q1,Assam,Nagaon,200243
2021,Q1,Assam,Barpeta,177789
2021,Q1,Assam,Cachar,172056
2021,Q1,Assam,Sonitpur,158555
2021,Q1,Assam,Dibrugarh,158509
2021,Q1,Assam,Kamrup,147671
2021,Q1,Assam,Tinsukia,134067
2021,Q1,Assam,Jorhat,116616
2021,Q1,Assam,Dhubri,101643
2021,Q4,Assam,Kamrup Metropolitan,723960
2021,Q4,Assam,Nagaon,251340
2021,Q4,Assam,Barpeta,223375
2021,Q4,Assam,Cachar,215876
2021,Q4,Assam,Sonitpur,198091
2021,Q4,Assam,Dibrugarh,197521
2021,Q4,Assam,Kamrup,185421
2021,Q4,Assam,Tinsukia,168240
2021,Q4,Assam,Jorhat,145111
2021,Q4,Assam,Dhubri,128621
2021,Q2,Assam,Kamrup Metropolitan,630676
2021,Q2,Assam,Nagaon,215750
2021,Q2,Assam,Barpeta,191700
2021,Q2,Assam,Cachar,185350
2021,Q2,Assam,Dibrugarh,170604
2021,Q2,Assam,Sonitpur,170519
2021,Q2,Assam,Kamrup,159018
2021,Q2,Assam,Tinsukia,144571
2021,Q2,Assam,Jorhat,125247
2021,Q2,Assam,Dhubri,109873
2021,Q3,Assam,Kamrup Metropolitan,677223
2021,Q3,Assam,Nagaon,233909
2021,Q3,Assam,Barpeta,207997
2021,Q3,Assam,Cachar,200721
2021,Q3,Assam,Sonitpur,184448
2021,Q3,Assam,Dibrugarh,184280
2021,Q3,Assam,Kamrup,172652
2021,Q3,Assam,Tinsukia,156657
2021,Q3,Assam,Jorhat,135179
2021,Q3,Assam,Dhubri,119554
2022,Q3,Assam,Kamrup Metropolitan,854019
2022,Q3,Assam,Nagaon,300653
2022,Q3,Assam,Barpeta,267667
2022,Q3,Assam,Cachar,257370
2022,Q3,Assam,Sonitpur,235752
2022,Q3,Assam,Dibrugarh,234149
2022,Q3,Assam,Kamrup,221721
2022,Q3,Assam,Tinsukia,199942
2022,Q3,Assam,Jorhat,171824
2022,Q3,Assam,Dhubri,154896
2022,Q1,Assam,Kamrup Metropolitan,767859
2022,Q1,Assam,Nagaon,268636
2022,Q1,Assam,Barpeta,238871
2022,Q1,Assam,Cachar,230089
2022,Q1,Assam,Sonitpur,211236
2022,Q1,Assam,Dibrugarh,210525
2022,Q1,Assam,Kamrup,198189
2022,Q1,Assam,Tinsukia,179301
2022,Q1,Assam,Jorhat,154589
2022,Q1,Assam,Dhubri,137698
2022,Q4,Assam,Kamrup Metropolitan,897245
2022,Q4,Assam,Nagaon,314901
2022,Q4,Assam,Barpeta,280479
2022,Q4,Assam,Cachar,269556
2022,Q4,Assam,Sonitpur,246327
2022,Q4,Assam,Dibrugarh,244755
2022,Q4,Assam,Kamrup,231849
2022,Q4,Assam,Tinsukia,209247
2022,Q4,Assam,Jorhat,179437
2022,Q4,Assam,Dhubri,162126
2022,Q2,Assam,Kamrup Metropolitan,810057
2022,Q2,Assam,Nagaon,284558
2022,Q2,Assam,Barpeta,253194
2022,Q2,Assam,Cachar,243727
2022,Q2,Assam,Sonitpur,223514
2022,Q2,Assam,Dibrugarh,222494
2022,Q2,Assam,Kamrup,210048
2022,Q2,Assam,Tinsukia,189633
2022,Q2,Assam,Jorhat,163307
2022,Q2,Assam,Dhubri,146304
2018,Q3,Assam,Kamrup Metropolitan,164101
2018,Q3,Assam,Barpeta,41158
2018,Q3,Assam,Cachar,40888
2018,Q3,Assam,Dibrugarh,40711
2018,Q3,Assam,Nagaon,40687
2018,Q3,Assam,Sonitpur,38797
2018,Q3,Assam,Kamrup,33197
2018,Q3,Assam,Tinsukia,32870
2018,Q3,Assam,Jorhat,32134
2018,Q3,Assam,Dhubri,22705
2018,Q1,Assam,Kamrup Metropolitan,87336
2018,Q1,Assam,Dibrugarh,21182
2018,Q1,Assam,Barpeta,20485
2018,Q1,Assam,Nagaon,19619
2018,Q1,Assam,Cachar,19567
2018,Q1,Assam,Sonitpur,18986
2018,Q1,Assam,Jorhat,16442
2018,Q1,Assam,Tinsukia,15998
2018,Q1,Assam,Kamrup,15241
2018,Q1,Assam,Dhubri,11421
2018,Q2,Assam,Kamrup Metropolitan,124720
2018,Q2,Assam,Dibrugarh,30527
2018,Q2,Assam,Barpeta,29882
2018,Q2,Assam,Nagaon,29412
2018,Q2,Assam,Cachar,29381
2018,Q2,Assam,Sonitpur,28409
2018,Q2,Assam,Tinsukia,23900
2018,Q2,Assam,Jorhat,23683
2018,Q2,Assam,Kamrup,23595
2018,Q2,Assam,Dhubri,16701
2018,Q4,Assam,Kamrup Metropolitan,214212
